title,description,department,year
6.1850 Computer Systems and Society,"6.1850 Computer Systems and Society()Prereq:6.1800Units: 3-0-9Explores the impact of computer systems on individual humans, society, and the environment. Examines large- and small-scale power structures that stem from low-level technical design decisions, the consequences of those structures on society, and how they can limit or provide access to certain technologies. Students learn to assess design decisions within an ethical framework and consider the impact of their decisions on non-users. Case studies of working systems and readings from the current literature provide comparisons and contrasts. Possible topics include the implications of hierarchical designs (e.g., DNS) for scale; how layered models influence what parts of a network have the power to take certain actions; and the environmental impact of proof-of-work-based systems such as Bitcoin. Enrollment may be limited.K. Lacurts",EECS,2024
6.5810 Operating System Engineering,"6.5810 Operating System Engineering()Prereq:6.1020and (6.1800or6.1810)Units: 3-6-3Fundamental design and implementation issues in the engineering of operating systems. Lectures based on the study of a symmetric multiprocessor version of UNIX version 6 and research papers. Topics include virtual memory; file system; threads; context switches; kernels; interrupts; system calls; interprocess communication; coordination, and interaction between software and hardware. Individual laboratory assignments accumulate in the construction of a minimal operating system (for an x86-based personal computer) that implements the basic operating system abstractions and a shell. Knowledge of programming in the C language is a prerequisite.Staff",EECS,2024
6.5820 Computer Networks,"6.5820 Computer Networks()Prereq:6.1800or permission of instructorUnits: 4-0-8Topics on the engineering and analysis of network protocols and architecture, including architectural principles for designing heterogeneous networks; transport protocols; Internet routing; router design; congestion control and network resource management; wireless networks; network security; naming; overlay and peer-to-peer networks. Readings from original research papers. Semester-long project and paper.H. Balakrishnan",EECS,2024
6.5830 Database Systems,"6.5830 Database Systems()(Subject meets with6.5831)Prereq: ((6.1210or6.1220) and (6.1800or6.1810)) or permission of instructorUnits: 3-0-9Topics related to the engineering and design of database systems, including data models; database and schema design; schema normalization and integrity constraints; query processing; query optimization and cost estimation; transactions; recovery; concurrency control; isolation and consistency; distributed, parallel and heterogeneous databases; adaptive databases; trigger systems; pub-sub systems; semi structured data and XML querying. Lecture and readings from original research papers. Semester-long project and paper. Students taking graduate version complete different assignments. Enrollment may be limited.S. R. Madden",EECS,2024
6.5831 Database Systems,"6.5831 Database Systems()(Subject meets with6.5830)Prereq: ((6.1210or6.1220) and (6.1800or6.1810)) or permission of instructorUnits: 3-0-9Topics related to the engineering and design of database systems, including data models; database and schema design; schema normalization and integrity constraints; query processing; query optimization and cost estimation; transactions; recovery; concurrency control; isolation and consistency; distributed, parallel and heterogeneous databases; adaptive databases; trigger systems; pub-sub systems; semi structured data and XML querying. Lecture and readings from original research papers. Semester-long project and paper. Students taking graduate version complete different assignments. Enrollment may be limited.S. R. Madden",EECS,2024
6.5840 Distributed Computer Systems Engineering,"6.5840 Distributed Computer Systems Engineering()Prereq:6.1800,6.1810, or permission of instructorUnits: 3-0-9Lecture:TR1-2.30(54-100)+finalAbstractions and implementation techniques for engineering distributed systems: remote procedure call, threads and locking, client/server, peer-to-peer, consistency, fault tolerance, and security. Readings from current literature. Individual laboratory assignments culminate in the construction of a fault-tolerant and scalable network file system. Programming experience with C/C++ required. Enrollment limited.R. MorrisNo textbook information available",EECS,2024
6.5850 Principles of Computer Systems,"6.5850 Principles of Computer Systems()Not offered regularly; consult departmentPrereq: Permission of instructorUnits: 3-0-9Introduction to the basic principles of computer systems with emphasis on the use of rigorous techniques as an aid to understanding and building modern computing systems. Particular attention paid to concurrent and distributed systems. Topics include: specification and verification, concurrent algorithms, synchronization, naming, Networking, replication techniques (including distributed cache management), and principles and algorithms for achieving reliability.M. F. Kaashoek, B. Lampson, N. B. Zeldovich",EECS,2024
6.1903 Introduction to Low-level Programming in C and Assembly,"6.1903 Introduction to Low-level Programming in C and Assembly(); first half of termPrereq:6.100AUnits: 2-2-2Credit cannot also be received for6.1904Ends Mar 21.Lecture:M9.30-11(32-123)Lab:W9.30-12(38-530) orW12-2.30(38-530) orW2.30-5(38-530)Recitation:T9.30-11(45-230) orT11-12.30(45-230) orT1-2.30(45-230) orT2.30-4(2-190) orT9.30-11(32-144) orT11-12.30(32-141) orT1-2.30(32-155) orT2.30-4(36-155)Introduction to C and assembly language for students coming from a Python background (6.100A). Studies the C language, focusing on memory and associated topics including pointers, how different data structures are stored in memory, the stack, and the heap in order to build a strong understanding of the constraints involved in manipulating complex data structures in modern computational systems. Studies assembly language to facilitate a firm understanding of how high-level languages are translated to machine-level instructions.J. D. Steinmeyer, S. Z. Hanono WachmanNo textbook information available",EECS,2024
6.1904 Introduction to Low-level Programming in C and Assembly,"6.1904 Introduction to Low-level Programming in C and Assembly(); second half of termPrereq:6.100AUnits: 2-2-2Credit cannot also be received for6.1903Begins Mar 31.Lecture:M9.30-11(32-123)Lab:W9.30-12(38-530) orW12-2.30(38-530) orW2.30-5(38-530)Recitation:T9.30-11(45-230) orT11-12.30(45-230) orT1-2.30(45-230) orT2.30-4(2-190) orT9.30-11(32-144) orT11-12.30(32-141) orT1-2.30(32-155) orT2.30-4(36-155)Introduction to C and assembly language for students coming from a Python background (6.100A). Studies the C language, focusing on memory and associated topics including pointers, how different data structures are stored in memory, the stack, and the heap in order to build a strong understanding of the constraints involved in manipulating complex data structures in modern computational systems. Studies assembly language to facilitate a firm understanding of how high-level languages are translated to machine-level instructions.J. D. Steinmeyer, S. Z. Hanono WachmanNo textbook information available",EECS,2024
6.1910 Computation Structures,"6.1910 Computation Structures(,)Prereq:Physics II (GIR),6.100A, and (Coreq:6.1903or6.1904); or permission of instructorUnits: 4-0-8Lecture:TR1(32-123)Recitation:WF10(34-302) orWF11(34-302) orWF12(34-302) orWF1(34-302) orWF2(34-302) orWF3(34-302) orWF10(35-308) orWF11(35-308) orWF12(35-308) orWF1(35-308) orWF2(8-205) orWF3(8-205)Provides an introduction to the design of digital systems and computer architecture. Emphasizes expressing all hardware designs in a high-level hardware description language and synthesizing the designs. Topics include combinational and sequential circuits, instruction set abstraction for programmable hardware, single-cycle and pipelined processor implementations, multi-level memory hierarchies, virtual memory, exceptions and I/O, and parallel systems.Fall:S. Hanono WachmanSpring:S. Hanono WachmanNo textbook information available",EECS,2024
6.1920 Constructive Computer Architecture,"6.1920 Constructive Computer Architecture()Prereq:6.1910Units: 3-8-1Illustrates a constructive (as opposed to a descriptive) approach to computer architecture. Topics include combinational and pipelined arithmetic-logic units (ALU), in-order pipelined microarchitectures, branch prediction, blocking and unblocking caches, interrupts, virtual memory support, cache coherence and multicore architectures. Labs in a modern Hardware Design Language (HDL) illustrate various aspects of microprocessor design, culminating in a term project in which students present a multicore design running on an FPGA board.Staff",EECS,2024
6.5900 Computer System Architecture,"6.5900 Computer System Architecture()Prereq:6.1910Units: 4-0-8Introduction to the principles underlying modern computer architecture. Emphasizes the relationship among technology, hardware organization, and programming systems in the evolution of computer architecture. Topics include pipelined, out-of-order, and speculative execution; caches, virtual memory and exception handling, superscalar, very long instruction word (VLIW), vector, and multithreaded processors; on-chip networks, memory models, synchronization, and cache coherence protocols for multiprocessors.J. Emer",EECS,2024
6.5910 Complex Digital Systems Design,"6.5910 Complex Digital Systems Design()Not offered regularly; consult departmentPrereq:6.1910Units: 5-5-2Introduction to the design and implementation of large-scale digital systems using hardware description languages and high-level synthesis tools in conjunction with standard commercial electronic design automation (EDA) tools. Emphasizes modular and robust designs, reusable modules, correctness by construction, architectural exploration, meeting area and timing constraints, and developing functional field-programmable gate array (FPGA) prototypes. Extensive use of CAD tools in weekly labs serve as preparation for a multi-person design project on multi-million gate FPGAs. Enrollment may be limited.Staff",EECS,2024
6.5920 Parallel Computing,"6.5920 Parallel Computing()Not offered regularly; consult departmentPrereq:6.1910or permission of instructorUnits: 3-0-9Introduction to parallel and multicore computer architecture and programming. Topics include the design and implementation of multicore processors; networking, video, continuum, particle and graph applications for multicores; communication and synchronization algorithms and mechanisms; locality in parallel computations; computational models, including shared memory, streams, message passing, and data parallel; multicore mechanisms for synchronization, cache coherence, and multithreading. Performance evaluation of multicores; compilation and runtime systems for parallel computing. Substantial project required.Staff",EECS,2024
6.5930 Hardware Architecture for Deep Learning,"6.5930 Hardware Architecture for Deep Learning()(Subject meets with6.5931)Prereq:6.1910and (6.3000or6.3900)Units: 3-3-6Lecture:MW1-2.30(54-100)Lab:TBARecitation:F11(32-155)Introduction to the design and implementation of hardware architectures for efficient processing of deep learning algorithms and tensor algebra in AI systems. Topics include basics of deep learning, optimization principles for programmable platforms, design principles of accelerator architectures, co-optimization of algorithms and hardware (including sparsity) and use of advanced technologies (including memristors and optical computing). Includes labs involving modeling and analysis of hardware architectures, architecting deep learning inference systems, and an open-ended design project. Students taking graduate version complete additional assignments.V. Sze, J. EmerNo textbook information available",EECS,2024
6.5931 Hardware Architecture for Deep Learning,"6.5931 Hardware Architecture for Deep Learning()(Subject meets with6.5930)Prereq:6.1910and (6.3000or6.3900)Units: 3-3-6Lecture:MW1-2.30(54-100)Lab:TBARecitation:F11(32-155)Introduction to the design and implementation of hardware architectures for efficient processing of deep learning algorithms and tensor algebra in AI systems. Topics include basics of deep learning, optimization principles for programmable platforms, design principles of accelerator architectures, co-optimization of algorithms and hardware (including sparsity) and use of advanced technologies (including memristors and optical computing). Includes labs involving modeling and analysis of hardware architectures, architecting deep learning inference systems, and an open-ended design project. Students taking graduate version complete additional assignments.V. Sze, J. EmerNo textbook information available",EECS,2024
6.5940 TinyML and Efficient Deep Learning Computing,"6.5940 TinyML and Efficient Deep Learning Computing()Prereq:6.1910and6.3900Units: 3-0-9Introduces efficient deep learning computing techniques that enable powerful deep learning applications on resource-constrained devices. Topics include model compression, pruning, quantization, neural architecture search, distributed training, data/model parallellism, gradient compression, on-device fine-tuning. It also introduces application-specific acceleration techniques for video recognition, point cloud, and generative AI (diffusion model, LLM). Students will get hands-on experience accelerating deep learning applications with an open-ended design project.S. Han",EECS,2024
6.5950 Secure Hardware Design,"6.5950 Secure Hardware Design()(Subject meets with6.5951)Prereq:6.1910Units: 3-0-9URL:https://shd.mit.edu/Lecture:MW1-2.30(E25-111)Introduction to basic concepts, principles, and implementation issues in the designing of secure hardware systems. Through a mixture of lectures and paper discussions, covers state-of-the-art security attacks and defenses targeting the computer architecture, digital circuits, and physics layers of computer systems. Emphasizes both the conceptual and the practical aspects of security issues in modern hardware systems. Topics include microarchitectural timing side channels, speculative execution attacks, RowHammer, Trusted Execution Environment, physical attacks, hardware support for software security, and verification of digital systems. Students taking graduate version complete additional assignments.M. YanNo textbook information available",EECS,2024
6.5951 Secure Hardware Design,"6.5951 Secure Hardware Design()(Subject meets with6.5950)Prereq:6.1910Units: 3-0-9URL:https://shd.mit.edu/Lecture:MW1-2.30(E25-111)Introduction to basic concepts, principles, and implementation issues in the designing of secure hardware systems. Through a mixture of lectures and paper discussions, covers state-of-the-art security attacks and defenses targeting the computer architecture, digital circuits, and physics layers of computer systems. Emphasizes both the conceptual and the practical aspects of security issues in modern hardware systems. Topics include microarchitectural timing side channels, speculative execution attacks, RowHammer, Trusted Execution Environment, physical attacks, hardware support for software security, and verification of digital systems. Students taking graduate version complete additional assignments.M. YanNo textbook information available",EECS,2024
18.01 Calculus,"18.01 Calculus(,)Prereq: NoneUnits: 5-0-7Credit cannot also be received for18.01A,CC.1801,ES.1801,ES.181ALecture:TR11,F2(2-135)Recitation:MW10(2-135)+finalDifferentiation and integration of functions of one variable, with applications. Informal treatment of limits and continuity. Differentiation: definition, rules, application to graphing, rates, approximations, and extremum problems. Indefinite integration; separable first-order differential equations. Definite integral; fundamental theorem of calculus. Applications of integration to geometry and science. Elementary functions. Techniques of integration. Polar coordinates. L'Hopital's rule. Improper integrals. Infinite series: geometric, p-harmonic, simple comparison tests, power series for some elementary functions.Fall:P. SeidelSpring:T. RudNo required or recommended textbooks",Mathematics,2024
18.01A Calculus,"18.01A Calculus(); first half of termPrereq: Knowledge of differentiation and elementary integrationUnits: 5-0-7Credit cannot also be received for18.01,CC.1801,ES.1801,ES.181ASix-week review of one-variable calculus, emphasizing material not on the high-school AB syllabus: integration techniques and applications, improper integrals, infinite series, applications to other topics, such as probability and statistics, as time permits. Prerequisites: one year of high-school calculus or the equivalent, with a score of 5 on the AB Calculus test (or the AB portion of the BC test, or an equivalent score on a standard international exam), or equivalent college transfer credit, or a passing grade on the first half of the 18.01 advanced standing exam.D. Jerison",Mathematics,2024
18.02 Calculus,"18.02 Calculus(,)Prereq:Calculus I (GIR)Units: 5-0-7Credit cannot also be received for18.022,18.02A,CC.1802,ES.1802,ES.182ALecture:TR11,F2(54-100)Recitation:MW10(2-146) orMW11(2-146) orMW12(2-136) orMW1(2-146) orMW2(2-146)+finalCalculus of several variables. Vector algebra in 3-space, determinants, matrices. Vector-valued functions of one variable, space motion. Scalar functions of several variables: partial differentiation, gradient, optimization techniques. Double integrals and line integrals in the plane; exact differentials and conservative fields; Green's theorem and applications, triple integrals, line and surface integrals in space, Divergence theorem, Stokes' theorem; applications.Fall:D. MaulikSpring:M. KingTextbooks (Spring 2025)",Mathematics,2024
18.02A Calculus,"18.02A Calculus(,,); second half of termPrereq:Calculus I (GIR)Units: 5-0-7Credit cannot also be received for18.02,18.022,CC.1802,ES.1802,ES.182AAttend any 18.02 recitation.Lecture:TR11,F2 (BEGINS MAR 31)(54-100)Recitation:TBA+finalFirst half is taught during the last six weeks of the Fall term; covers material in the first half of 18.02 (through double integrals). Second half of 18.02A can be taken either during IAP (daily lectures) or during the second half of the Spring term; it covers the remaining material in 18.02.Fall:J. BushIAP:J. BushSpring:M. KingTextbooks (IAP 2025);Textbooks (Spring 2025)",Mathematics,2024
18.022 Calculus,"18.022 Calculus()Prereq:Calculus I (GIR)Units: 5-0-7Credit cannot also be received for18.02,18.02A,CC.1802,ES.1802,ES.182ACalculus of several variables. Topics as in 18.02 but with more focus on mathematical concepts. Vector algebra, dot product, matrices, determinant. Functions of several variables, continuity, differentiability, derivative. Parametrized curves, arc length, curvature, torsion. Vector fields, gradient, curl, divergence. Multiple integrals, change of variables, line integrals, surface integrals. Stokes' theorem in one, two, and three dimensions.J. Zung",Mathematics,2024
18.03 Differential Equations,"18.03 Differential Equations(,)Prereq: None.Coreq:Calculus II (GIR)Units: 5-0-7Credit cannot also be received forCC.1803,ES.1803Lecture:MWF1(10-250)Recitation:TR9(2-132) orTR10(2-147,26-328) orTR11(2-139,2-131,26-328) orTR12(2-139,2-135,2-131) orTR1(4-163,1-375) orTR2(1-375,2-131) orTR3(2-139)+finalStudy of differential equations, including modeling physical systems. Solution of first-order ODEs by analytical, graphical, and numerical methods. Linear ODEs with constant coefficients. Complex numbers and exponentials. Inhomogeneous equations: polynomial, sinusoidal, and exponential inputs. Oscillations, damping, resonance. Fourier series. Matrices, eigenvalues, eigenvectors, diagonalization. First order linear systems: normal modes, matrix exponentials, variation of parameters. Heat equation, wave equation. Nonlinear autonomous systems: critical point analysis, phase plane diagrams.Fall:H. CohnSpring:B. PoonenNo textbook information available",Mathematics,2024
18.031 System Functions and the Laplace Transform,"18.031 System Functions and the Laplace Transform()Prereq: None.Coreq:18.03Units: 1-0-2 [P/D/F]Studies basic continuous control theory as well as representation of functions in the complex frequency domain. Covers generalized functions, unit impulse response, and convolution; and Laplace transform, system (or transfer) function, and the pole diagram. Includes examples from mechanical and electrical engineering.S. NadimpalliNo required or recommended textbooks",Mathematics,2024
18.032 Differential Equations,18.032 Differential Equations()Prereq: None.Coreq:Calculus II (GIR)Units: 5-0-7Lecture:MWF1(2-142)Recitation:TR11(2-142)+finalCovers much of the same material as 18.03 with more emphasis on theory. The point of view is rigorous and results are proven. Local existence and uniqueness of solutions.A. LawrieNo textbook information available,Mathematics,2024
18.04 Complex Variables with Applications,"18.04 Complex Variables with Applications()Prereq:Calculus II (GIR)and (18.03or18.032)Units: 4-0-8Credit cannot also be received for18.075,18.0751Complex algebra and functions; analyticity; contour integration, Cauchy's theorem; singularities, Taylor and Laurent series; residues, evaluation of integrals; multivalued functions, potential theory in two dimensions; Fourier analysis, Laplace transforms, and partial differential equations.J. Dunkel",Mathematics,2024
18.05 Introduction to Probability and Statistics,"18.05 Introduction to Probability and Statistics()Prereq:Calculus II (GIR)Units: 4-0-8Lecture:TR2.30-4,F4(32-082) orTR1-2.30,F2(32-082)+finalA unified introduction to probability, Bayesian inference, and frequentist statistics. Topics include: combinatorics, random variables, (joint) distributions, covariance, central limit theorem; Bayesian updating, odds, posterior prediction; significance tests, confidence intervals, bootstrapping, regression. Students also develop computational skills and statistical thinking by using R to simulate, analyze, and visualize data; and by exploring privacy, fairness, and causality in contemporary media and research. Flipped subject taught in a Technology Enabled Active Learning (TEAL) classroom to facilitate discussion, group problem solving, and coding studios with ample mentorship.J. BloomNo textbook information available",Mathematics,2024
18.06 Linear Algebra,"18.06 Linear Algebra(,)Prereq:Calculus II (GIR)Units: 4-0-8Credit cannot also be received for6.C06,18.700,18.C06,ES.1806Lecture:MWF10(26-100)Recitation:T9(2-131) orT11(2-136,4-159) orT12(4-159,2-105) orT1(2-132,2-135) orT2(2-132) orT3(2-361) orT10(2-131,2-132)+finalBasic subject on matrix theory and linear algebra, emphasizing topics useful in other disciplines, including systems of equations, vector spaces, determinants, eigenvalues, singular value decomposition, and positive definite matrices. Applications to least-squares approximations, stability of differential equations, networks, Fourier transforms, and Markov processes. Uses linear algebra software. Compared with 18.700, more emphasis on matrix algorithms and many applications.Fall:W. MinicozziSpring:N. SunTextbooks (Spring 2025)",Mathematics,2024
18.C06[J] Linear Algebra and Optimization,"18.C06[J] Linear Algebra and Optimization()(Same subject as6.C06[J])Prereq:Calculus II (GIR)Units: 5-0-7Credit cannot also be received for18.06,18.700,ES.1806Introductory course in linear algebra and optimization, assuming no prior exposure to linear algebra and starting from the basics, including vectors, matrices, eigenvalues, singular values, and least squares. Covers the basics in optimization including convex optimization, linear/quadratic programming, gradient descent, and regularization, building on insights from linear algebra. Explores a variety of applications in science and engineering, where the tools developed give powerful ways to understand complex systems and also extract structure from data.S. Johnson",Mathematics,2024
18.062[J] Mathematics for Computer Science,"18.062[J] Mathematics for Computer Science(,)(Same subject as6.1200[J])Prereq:Calculus I (GIR)Units: 5-0-7Lecture:TR2.30-4(26-100)Recitation:WF10(38-166,36-155) orWF11(38-166,36-155,26-168) orWF12(38-166,36-156,26-168) orWF1(38-166,36-156,35-310) orWF2(38-166,36-156,35-308) orWF3(38-166,36-156)+finalElementary discrete mathematics for science and engineering, with a focus on mathematical tools and proof techniques useful in computer science. Topics include logical notation, sets, relations, elementary graph theory, state machines and invariants, induction and proofs by contradiction, recurrences, asymptotic notation, elementary analysis of algorithms, elementary number theory and cryptography, permutations and combinations, counting tools, and discrete probability.Fall:Z. AbelSpring:Z. AbelNo textbook information available",Mathematics,2024
18.063 Matrix Calculus for Machine Learning and Beyond(New),"18.063 Matrix Calculus for Machine Learning and Beyond(New)(); partial termPrereq:Calculus II (GIR)and18.06Units: 1-0-2 [P/D/F]Covers a coherent approach to matrix calculus, showing techniques that allow the student to think of a matrix holistically, rather than as an array of scalars; generalize and compute derivatives of important matrix factorizations and other complicated-looking operations; and understand how differentiation formulas must be reimagined in large-scale computing. Discusses ""adjoint"" or ""reverse-mode"" differentiation, custom vector-Jacobian products, and how modern automatic differentiation is more computer science than calculus.S. JohnsonNo textbook information available",Mathematics,2024
"18.065 Matrix Methods in Data Analysis, Signal Processing, and Machine Learning","18.065 Matrix Methods in Data Analysis, Signal Processing, and Machine Learning()(Subject meets with18.0651)Prereq:18.06Units: 3-0-9Lecture:TR9.30-11(32-141)Reviews linear algebra with applications to life sciences, finance, engineering, and big data. Covers singular value decomposition, weighted least squares, signal and image processing, principal component analysis, covariance and correlation matrices, directed and undirected graphs, matrix factorizations, neural nets, machine learning, and computations with large matrices.Z. ChenTextbooks (Spring 2025)",Mathematics,2024
"18.0651 Matrix Methods in Data Analysis, Signal Processing, and Machine Learning","18.0651 Matrix Methods in Data Analysis, Signal Processing, and Machine Learning()(Subject meets with18.065)Prereq:18.06Units: 3-0-9Lecture:TR9.30-11(32-141)Reviews linear algebra with applications to life sciences, finance, engineering, and big data. Covers singular value decomposition, weighted least squares, signal and image processing, principal component analysis, covariance and correlation matrices, directed and undirected graphs, matrix factorizations, neural nets, machine learning, and computations with large matrices. Students in Course 18 must register for the undergraduate version, 18.065.StaffNo textbook information available",Mathematics,2024
18.075 Methods for Scientists and Engineers,18.075 Methods for Scientists and Engineers()(Subject meets with18.0751)Prereq:Calculus II (GIR)and18.03Units: 3-0-9Credit cannot also be received for18.04Covers functions of a complex variable; calculus of residues. Includes ordinary differential equations; Bessel and Legendre functions; Sturm-Liouville theory; partial differential equations; heat equation; and wave equations.H. Cheng,Mathematics,2024
18.0751 Methods for Scientists and Engineers,"18.0751 Methods for Scientists and Engineers()(Subject meets with18.075)Prereq:Calculus II (GIR)and18.03Units: 3-0-9Credit cannot also be received for18.04Covers functions of a complex variable; calculus of residues. Includes ordinary differential equations; Bessel and Legendre functions; Sturm-Liouville theory; partial differential equations; heat equation; and wave equations. Students in Courses 6, 8, 12, 18, and 22 must register for undergraduate version, 18.075.H. Cheng",Mathematics,2024
18.085 Computational Science and Engineering I,"18.085 Computational Science and Engineering I(,,)(Subject meets with18.0851)Prereq:Calculus II (GIR)and (18.03or18.032)Units: 3-0-9Lecture:TR1-2.30(4-145)+finalReview of linear algebra, applications to networks, structures, and estimation, finite difference and finite element solution of differential equations, Laplace's equation and potential flow, boundary-value problems, Fourier series, discrete Fourier transform, convolution. Frequent use of MATLAB in a wide range of scientific and engineering applications.Fall:P. ChaoSpring:P. ChaoSummer:StaffTextbooks (Spring 2025)",Mathematics,2024
18.0851 Computational Science and Engineering I,"18.0851 Computational Science and Engineering I(,,)(Subject meets with18.085)Prereq:Calculus II (GIR)and (18.03or18.032)Units: 3-0-9Lecture:TR1-2.30(4-145)+finalReview of linear algebra, applications to networks, structures, and estimation, finite difference and finite element solution of differential equations, Laplace's equation and potential flow, boundary-value problems, Fourier series, discrete Fourier transform, convolution. Frequent use of MATLAB in a wide range of scientific and engineering applications. Students in Course 18 must register for the undergraduate version, 18.085.Fall:D. KouskoulasSummer:StaffNo textbook information available",Mathematics,2024
18.086 Computational Science and Engineering II,"18.086 Computational Science and Engineering II()Not offered regularly; consult department(Subject meets with18.0861)Prereq:Calculus II (GIR)and (18.03or18.032)Units: 3-0-9URL:http://math.mit.edu/18086/Initial value problems: finite difference methods, accuracy and stability, heat equation, wave equations, conservation laws and shocks, level sets, Navier-Stokes. Solving large systems: elimination with reordering, iterative methods, preconditioning, multigrid, Krylov subspaces, conjugate gradients. Optimization and minimum principles: weighted least squares, constraints, inverse problems, calculus of variations, saddle point problems, linear programming, duality, adjoint methods.Staff",Mathematics,2024
18.0861 Computational Science and Engineering II,"18.0861 Computational Science and Engineering II()Not offered regularly; consult department(Subject meets with18.086)Prereq:Calculus II (GIR)and (18.03or18.032)Units: 3-0-9Initial value problems: finite difference methods, accuracy and stability, heat equation, wave equations, conservation laws and shocks, level sets, Navier-Stokes. Solving large systems: elimination with reordering, iterative methods, preconditioning, multigrid, Krylov subspaces, conjugate gradients. Optimization and minimum principles: weighted least squares, constraints, inverse problems, calculus of variations, saddle point problems, linear programming, duality, adjoint methods. Students in Course 18 must register for the undergraduate version, 18.086.Staff",Mathematics,2024
18.089 Review of Mathematics,"18.089 Review of Mathematics()Prereq: Permission of instructorUnits: 5-0-7One-week review of one-variable calculus (18.01), followed by concentrated study covering multivariable calculus (18.02), two hours per day for five weeks. Primarily for graduate students in Course 2N. Degree credit allowed only in special circumstances.T. Cummings",Mathematics,2024
18.090 Introduction to Mathematical Reasoning,"18.090 Introduction to Mathematical Reasoning()Prereq: None.Coreq:Calculus II (GIR)Units: 3-0-9Lecture:TR9.30-11(2-142)Focuses on understanding and constructing mathematical arguments. Discusses foundational topics (such as infinite sets, quantifiers, and methods of proof) as well as selected concepts from algebra (permutations, vector spaces, fields) and analysis (sequences of real numbers). Particularly suitable for students desiring additional experience with proofs before going on to more advanced mathematics subjects or subjects in related areas with significant mathematical content.S. DyatlovNo textbook information available",Mathematics,2024
18.091 Introduction to Metric Spaces(New),"18.091 Introduction to Metric Spaces(New)(); partial termPrereq:18.100AUnits: 1-0-2 [P/D/F]Covers metrics, open and closed sets, continuous functions (from a topological perspective), function spaces, completeness, and compactness. Aims to provide more complex concepts and proofs for students who have taken 18.100A as their real analysis subject.S. NadimpalliNo required or recommended textbooks",Mathematics,2024
18.094[J] Teaching College-Level Science and Engineering,"18.094[J] Teaching College-Level Science and Engineering()(Same subject as1.95[J],5.95[J],7.59[J],8.395[J])(Subject meets with2.978)Prereq: NoneUnits: 2-0-2 [P/D/F]Participatory seminar focuses on the knowledge and skills necessary for teaching science and engineering in higher education. Topics include theories of adult learning; course development; promoting active learning, problemsolving, and critical thinking in students; communicating with a diverse student body; using educational technology to further learning; lecturing; creating effective tests and assignments; and assessment and evaluation. Students research and present a relevant topic of particular interest. Appropriate for both novices and those with teaching experience.J. Rankin",Mathematics,2024
18.095 Mathematics Lecture Series,"18.095 Mathematics Lecture Series()Prereq:Calculus I (GIR)Units: 2-0-4 [P/D/F]Ten lectures by mathematics faculty members on interesting topics from both classical and modern mathematics. All lectures accessible to students with calculus background and an interest in mathematics. At each lecture, reading and exercises are assigned. Students prepare these for discussion in a weekly problem session.J. DunkelNo textbook information available",Mathematics,2024
18.098 Internship in Mathematics,"18.098 Internship in Mathematics(,,,)Prereq: Permission of instructorUnits arranged [P/D/F]TBA.Provides academic credit for students pursuing internships to gain practical experience in the applications of mathematical concepts and methods.Fall:T. CummingsIAP:T. CummingsSpring:T. CummingsSummer:T. CummingsNo required or recommended textbooks",Mathematics,2024
18.099 Independent Study,"18.099 Independent Study(,,,)Prereq: Permission of instructorUnits arrangedTBA.Studies (during IAP) or special individual reading (during regular terms). Arranged in consultation with individual faculty members and subject to departmental approval.  May not be used to satisfy Mathematics major requirements.Fall:T. CummingsIAP:T. CummingsSpring:T. CummingsSummer:T. CummingsNo required or recommended textbooks",Mathematics,2024
18.1001 Real Analysis,"18.1001 Real Analysis(,)(Subject meets with18.100A)Prereq:Calculus II (GIR)Units: 3-0-9Credit cannot also be received for18.1002,18.100A,18.100B,18.100P,18.100QLecture:TR1-2.30(4-270)+finalCovers fundamentals of mathematical analysis: convergence of sequences and series, continuity, differentiability, Riemann integral, sequences and series of functions, uniformity, interchange of limit operations. Shows the utility of abstract concepts and teaches understanding and construction of proofs. Proofs and definitions are less abstract than in 18.100B. Gives applications where possible. Concerned primarily with the real line. Students in Course 18 must register for undergraduate version 18.100A.Fall:Q. DengSpring:J. ZhuNo textbook information available",Mathematics,2024
18.1002 Real Analysis,"18.1002 Real Analysis(,)(Subject meets with18.100B)Prereq:Calculus II (GIR)Units: 3-0-9Credit cannot also be received for18.1001,18.100A,18.100B,18.100P,18.100QLecture:TR9.30-11(2-190)+finalCovers fundamentals of mathematical analysis: convergence of sequences and series, continuity, differentiability, Riemann integral, sequences and series of functions, uniformity, interchange of limit operations. Shows the utility of abstract concepts and teaches understanding and construction of proofs. More demanding than 18.100A, for students with more mathematical maturity. Places more emphasis on point-set topology and n-space. Students in Course 18 must register for undergraduate version 18.100B.Fall:R. MelroseSpring:G. FranzNo textbook information available",Mathematics,2024
18.100A Real Analysis,"18.100A Real Analysis(,)(Subject meets with18.1001)Prereq:Calculus II (GIR)Units: 3-0-9Credit cannot also be received for18.1001,18.1002,18.100B,18.100P,18.100QLecture:TR1-2.30(4-270)+finalCovers fundamentals of mathematical analysis: convergence of sequences and series, continuity, differentiability, Riemann integral, sequences and series of functions, uniformity, interchange of limit operations. Shows the utility of abstract concepts and teaches understanding and construction of proofs. Proofs and definitions are less abstract than in 18.100B. Gives applications where possible. Concerned primarily with the real line.Fall:T. ChowSpring:J. ZhuNo required or recommended textbooks",Mathematics,2024
