title,description,department,year
7.396 Independent Study in Experimental Biology,"7.S391 Special Subject in Biology(,,,)Prereq: Permission of instructorUnits arranged [P/D/F]TBA.Covers material in various fields of biology not offered by the regular subjects of instruction.Fall:StaffIAP:StaffSpring:StaffSummer:StaffNo required or recommended textbooks",Biology,2024
7.C01 Machine Learning in Molecular and Cellular Biology,"7.S392 Special Subject in Biology(,,)Not offered regularly; consult departmentPrereq: Permission of instructorUnits arranged [P/D/F]Covers material in various fields of biology not offered by the regular subjects of instruction.Staff",Biology,2024
7.S391 Special Subject in Biology,"7.S399 Special Subject in Biology(,,)Not offered regularly; consult departmentPrereq: Permission of instructorUnits arrangedCovers material in various fields of biology not offered by the regular subjects of instruction.Fall:StaffIAP:StaffSpring:Staff",Biology,2024
7.S392 Special Subject in Biology,"7.UR Undergraduate Research(,,,)Prereq: Permission of departmentUnits arranged [P/D/F]TBA.Undergraduate research opportunities in the Department of Biology.Fall:StaffIAP:StaffSpring:StaffSummer:StaffTextbooks arranged individually",Biology,2024
7.S399 Special Subject in Biology,"7.410 Applied Statistics()Prereq: Permission of instructorUnits: 3-0-9TBA.Provides an introduction to modern applied statistics. Topics include likelihood-based methods for estimation, confidence intervals, and hypothesis-testing; bootstrapping; time series modeling; linear models; nonparametric regression; and model selection. Organized around examples drawn from the recent literature.WHOI StaffNo textbook information available",Biology,2024
7.UR Undergraduate Research,"7.411 Seminars in Biological Oceanography(,)Prereq: Permission of instructorUnits arranged [P/D/F]TBA.Selected topics in biological oceanography.Fall:WHOI StaffSpring:WHOI StaffNo textbook information available",Biology,2024
7.URG Undergraduate Research,"7.421 Problems in Biological Oceanography(,)Prereq: Permission of instructorUnits arranged [P/D/F]TBA.Advanced problems in biological oceanography with assigned reading and consultation.Fall:Information: M. Neubert (WHOI)Spring:Information: M. Neubert (WHOI)No textbook information available",Biology,2024
MIT-WHOI Joint Program in Oceanography,"7.430 Topics in Quantitative Marine Science(,)Prereq: Permission of instructorUnits: 2-0-4Video link available. MIT campus 54-823.Lecture:W2.30-4(WHOI CAMPUS)Lectures and discussions on quantitative marine ecology.  Topics vary from year to year.Fall:M. NeubertSpring:WHOI StaffNo textbook information available",Biology,2024
7.410 Applied Statistics,"7.431 Topics in Marine Ecology(,)Prereq: Permission of instructorUnits: 2-0-4Subject CancelledLectures and discussions on ecological principles and processes in marine populations, communities, and ecosystems. Topics vary from year to year.Fall:A. ApprillSpring:WHOI Staff",Biology,2024
7.411 Seminars in Biological Oceanography,7.432 Topics in Marine Physiology and Biochemistry()Prereq: Permission of instructorUnits: 2-0-4TBA.Lectures and discussions on physiological and biochemical processes in marine organisms. Topics vary from year to year.WHOI StaffNo textbook information available,Biology,2024
7.421 Problems in Biological Oceanography,7.433 Topics in Biological Oceanography()Prereq: Permission of instructorUnits: 2-0-4Video link available. MIT campus.Lecture:T1-2.30(WHOI CAMPUS)Lectures and discussions on biological oceanography. Topics vary from year to year.WHOI StaffNo textbook information available,Biology,2024
7.430 Topics in Quantitative Marine Science,"7.434 Topics in Zooplankton Biology(,)Prereq: Permission of instructorUnits: 2-0-4Lectures and discussions on the biology of marine zooplankton. Topics vary from year to year.Fall:WHOI StaffSpring:WHOI Staff",Biology,2024
7.431 Topics in Marine Ecology,"7.435 Topics in Benthic Biology(,)Prereq: Permission of instructorUnits: 2-0-4Lectures and discussions on the biology of marine benthos. Topics vary from year to year.Fall:WHOI StaffSpring:WHOI Staff",Biology,2024
7.432 Topics in Marine Physiology and Biochemistry,"7.436 Topics in Phytoplankton Biology(,)Prereq: Permission of instructorUnits: 2-0-4Lectures and discussion on the biology of marine phytoplankton. Topics vary from year to year.Fall:WHOI StaffSpring:WHOI Staff",Biology,2024
7.433 Topics in Biological Oceanography,"7.437 Topics in Molecular Biological Oceanography(,)Prereq: Permission of instructorUnits: 2-0-4Lectures and discussion on molecular biological oceanography. Topics vary from year to year.Fall:WHOI StaffSpring:WHOI Staff",Biology,2024
7.434 Topics in Zooplankton Biology,"7.438 Topics in the Behavior of Marine Animals(,)Prereq: Permission of instructorUnits: 2-0-4Lectures and discussion on the behavioral biology of marine animals. Topics vary from year to year.Fall:WHOI StaffSpring:WHOI Staff",Biology,2024
7.435 Topics in Benthic Biology,7.439 Topics in Marine Microbiology()Prereq: Permission of instructorUnits: 2-0-4TBA.Lectures and discussion on the biology of marine prokaryotes. Topics vary from year to year.WHOI StaffNo textbook information available,Biology,2024
7.436 Topics in Phytoplankton Biology,"7.440 An Introduction to Mathematical Ecology()Prereq:Calculus I (GIR),1.018, or permission of instructorUnits: 3-0-9Covers the basic models of population growth, demography, population interaction (competition, predation, mutualism), food webs, harvesting, and infectious disease, and the mathematical tools required for their analysis. Because these tools are also basic to the analysis of models in biochemistry, physiology, and behavior, subject also broadly relevant to students whose interests are not limited to ecological problems.M. Neubert",Biology,2024
7.437 Topics in Molecular Biological Oceanography,"7.470 Biological Oceanography()Prereq: Permission of instructorUnits: 3-0-9Video link available. MIT campus e25-605.Lecture:TR10.30-12(WHOI CAMPUS)Intended for students with advanced training in biology. Intensive overview of biological oceanography. Major paradigms discussed, and dependence of biological processes in the ocean on physical and chemical aspects of the environment examined. Surveys the diversity of marine habitats, major groups of taxa inhabiting those habitats, and the general biology of the various taxa: the production and consumption of organic material in the ocean, as well as factors controlling those processes. Species diversity, structure of marine food webs, and the flow of energy within different marine habitats are detailed and contrasted.M. Pachiadaki, J. PinedaNo textbook information available",Biology,2024
7.438 Topics in the Behavior of Marine Animals,"7.491 Research in Biological Oceanography(,,)Prereq: Permission of instructorUnits arranged [P/D/F]TBA.Directed research in biological oceanography not leading to graduate thesis and initiated prior to the qualifying exam.Fall:WHOI StaffSpring:WHOI StaffSummer:WHOI StaffNo textbook information available",Biology,2024
7.439 Topics in Marine Microbiology,"7.492[J] Methods and Problems in Microbiology()(Same subject as1.86[J],20.445[J])Prereq: NoneUnits: 3-0-9Students will read and discuss primary literature covering key areas of microbial research with emphasis on methods and approaches used to understand and manipulate microbes. Preference to first-year Microbiology and Biology students.M. Laub, Staff",Biology,2024
7.440 An Introduction to Mathematical Ecology,"7.493[J] Microbial Genetics and Evolution()(Same subject as1.87[J],12.493[J],20.446[J])Prereq:7.03,7.05, or permission of instructorUnits: 4-0-8Covers aspects of microbial genetic and genomic analyses, central dogma, horizontal gene transfer, and evolution.A. Grossman, O. Cordero",Biology,2024
7.470 Biological Oceanography,"7.494 Research Problems in Microbiology(,,)Prereq: Permission of instructorUnits arranged [P/D/F]TBA.Directed research in the fields of microbial science and engineering.Fall:StaffSpring:StaffSummer:StaffNo required or recommended textbooks",Biology,2024
7.491 Research in Biological Oceanography,"7.498 Teaching Experience in Microbiology(,)Prereq: Permission of instructorUnits arranged [P/D/F]TBA.For qualified graduate students in the Microbiology graduate program interested in teaching. Classroom or laboratory teaching under the supervision of a faculty member.Fall:StaffSpring:StaffNo required or recommended textbooks",Biology,2024
Microbiology (MICRO),"7.499 Research Rotations in Microbiology(,)Prereq: None.Coreq:7.492or7.493; permission of instructorUnits arranged [P/D/F]TBA.Introduces students to faculty participating in the interdepartmental Microbiology graduate program through a series of three lab rotations, which provide broad exposure to microbiology research at MIT. Students select a lab for thesis research by the end of their first year. Given the interdisciplinary nature of the program and the many research programs available, students may be able to work jointly with more than one research advisor. Limited to students in the Microbiology graduate program.Fall:StaffSpring:StaffNo required or recommended textbooks",Biology,2024
7.492[J] Methods and Problems in Microbiology,"7.MTHG Microbiology Graduate Thesis(,,,)Prereq: Permission of instructorUnits arrangedTBA.Program of research leading to the writing of a PhD thesis. To be arranged by the student and the appropriate MIT faculty member.Fall:StaffIAP:StaffSpring:StaffSummer:StaffNo required or recommended textbooks",Biology,2024
7.493[J] Microbial Genetics and Evolution,"7.50 Method and Logic in Molecular Biology()Prereq: None.Coreq:7.51and7.52; or permission of instructorUnits: 4-0-8Logic, experimental design and methods in biology, using discussions of the primary literature to discern the principles of biological investigation in making discoveries and testing hypotheses. In collaboration with faculty, students also apply those principles to generate a potential research project, presented in both written and oral form. Limited to Course 7 graduate students.I. Cheeseman, R. Lehmann, D. Lew, S. Vos, J. Weissman, Y. Yamashita",Biology,2024
7.494 Research Problems in Microbiology,"7.51 Principles of Biochemical Analysis()Prereq: Permission of instructorUnits: 6-0-6Principles of protein biochemistry, emphasizing structure, equilibrium studies, kinetics, and experimental design. Topics include macromolecular binding and specificity, allosteric systems, mechanisms of inhibition, enzyme principles, single-molecule studies, structure-function relationships, molecular evolution, and library methods. Case studies examine mechanisms of transcription factors, kinases, molecular machines, and other proteins.L. Case, A. Keating",Biology,2024
7.498 Teaching Experience in Microbiology,"7.52 Genetics for Graduate Students()Prereq: Permission of instructorUnits: 4-0-8Principles and approaches of genetic analysis, including Mendelian inheritance and prokaryotic genetics, yeast genetics, developmental genetics, neurogenetics, and human genetics.C. Kaiser",Biology,2024
7.499 Research Rotations in Microbiology,"7.540[J] Advances in Chemical Biology()(Same subject as5.54[J],20.554[J])Prereq:5.07,5.13,7.06, and permission of instructorUnits: 3-0-9Introduction to current research at the interface of chemistry, biology, and bioengineering. Topics include imaging of biological processes, metabolic pathway engineering, protein engineering, mechanisms of DNA damage, RNA structure and function, macromolecular machines, protein misfolding and disease, metabolomics, and methods for analyzing signaling network dynamics. Lectures are interspersed with class discussions and student presentations based on current literature.L. Kiessling, O. Johnson",Biology,2024
7.MTHG Microbiology Graduate Thesis,"7.546[J] Science and Business of Biotechnology()(Same subject as15.480[J],20.586[J])Prereq: None.Coreq:15.401; permission of instructorUnits: 3-0-6Lecture:R EVE (3-6 PM)(Whitehead-AUDITORIUM)Recitation:T4(68-180) orT EVE (5 PM)(68-180)Covers the new types of drugs and other therapeutics in current practice and under development, the financing and business structures of early-stage biotechnology companies, and the evaluation of their risk/reward profiles. Includes a series of live case studies with industry leaders of both established and emerging biotechnology companies as guest speakers, focusing on the underlying science and engineering as well as core financing and business issues. Students must possess a basic background in cellular and molecular biology.J. Chen, A. Koehler, A. Lo, H. LodishNo textbook information available",Biology,2024
Biology,"7.548[J] Advances in Biomanufacturing(); second half of term(Same subject as10.53[J])(Subject meets with7.458[J],10.03[J])Prereq: NoneUnits: 1-0-2Begins Mar 31.Lecture:TR11-12.30(66-148)Seminar examines how biopharmaceuticals, an increasingly important class of pharmaceuticals, are manufactured. Topics range from fundamental bioprocesses to new technologies to the economics of biomanufacturing. Also covers the impact of globalization on regulation and quality approaches as well as supply chain integrity. Students taking graduate version complete additional assignments.A. Sinskey, S. SpringsNo textbook information available",Biology,2024
7.50 Method and Logic in Molecular Biology,"7.549[J] Case Studies and Strategies in Drug Discovery and Development()Not offered regularly; consult department(Same subject as15.137[J],20.486[J],HST.916[J])Prereq: NoneUnits: 2-0-4Aims to develop appreciation for the stages of drug discovery and development, from target identification, to the submission of preclinical and clinical data to regulatory authorities for marketing approval. Following introductory lectures on the process of drug development, students working in small teams analyze how one of four new drugs or drug candidates traversed the discovery/development landscape. For each case, an outside expert from the sponsoring drug company or pivotal clinical trial principal investigator provides guidance and critiques the teams' presentations to the class.A. W. Wood",Biology,2024
7.51 Principles of Biochemical Analysis,"7.55 Case Studies in Modern Experimental Design()Prereq: Permission of instructorUnits: 2-0-7Lecture:F11-1(4-253)Focuses on enhancing students' ability to analyze, design and present experiments, emphasizing modern techniques. Class discussions begin with papers that developed or utilized contemporary approaches (e.g., quantitative microscopy, biophysical and molecular genetic methods) to address important problems in biology. Each student prepares one specific aim of a standard research proposal for a project that emphasizes research strategy, experimental design, and writing.L. Guarente, A. RingelNo required or recommended textbooks",Biology,2024
7.52 Genetics for Graduate Students,"7.571 Quantitative Analysis of Biological Data(); first half of termPrereq: NoneUnits: 2-0-4Ends Mar 21.Lecture:TR1-2.30(56-114)Recitation:F3.30(2-143) orF4.30(2-143)Application of probability theory and statistical methods to analyze biological data. Topics include: descriptive and inferential statistics, an introduction to Bayesian statistics, design of quantitative experiments, and methods to analyze high-dimensional datasets. A <em>conceptual</em> understanding of topics is emphasized, and methods are illustrated using the Python programming language. Although a basic understanding of Python is encouraged, no programming experience is required. Students taking the graduate version are expected to explore the subject in greater depth.J. DavisNo textbook information available",Biology,2024
7.540[J] Advances in Chemical Biology,"7.572 Quantitative Measurements and Modeling of Biological Systems(); second half of termPrereq: NoneUnits: 2-0-4Begins Mar 31.Lecture:TR1-2.30(56-114)Recitation:F3.30(2-143) orF4.30(2-143)Quantitative experimental design, data analysis, and modeling for biological systems. Topics include absolute/relative quantification, noise and reproducibility, regression and correlation, and modeling of population growth, gene expression, cellular dynamics, feedback regulation, oscillation. Students taking the graduate version are expected to explore the subject in greater depth.G.W. LiNo textbook information available",Biology,2024
7.546[J] Science and Business of Biotechnology,"7.573 Modern Biostatistics(); first half of term(Subject meets with7.093)Prereq:7.03and7.05Units: 2-0-4Ends Mar 21.Lecture:MW1-2.30(4-370)Recitation:M4(56-154) orF9(56-114)Provides a practical introduction to probability and statistics used in modern biology. Topics covered include discrete and continuous probability distributions, statistical modeling, hypothesis testing, independence, conditional probability, multiple test corrections, nonparametric methods, clustering, correlation, linear regression, principal components analysis with applications to high-throughput DNA sequencing and image data analysis. Homework is in the R programming language, but prior programming experience is not required. Students taking the graduate version are expected to explore the subject in greater depth.A. Jain, H. WongNo textbook information available",Biology,2024
7.548[J] Advances in Biomanufacturing,"7.574 Modern Computational Biology(); second half of term(Subject meets with7.094)Prereq:7.03and7.05Units: 2-0-4Begins Mar 31.Lecture:MW1-2.30(4-370)Recitation:R9(4-145) orF9(56-114)Introduces modern methods in computational biology, focusing on DNA/RNA/protein analysis. Topics include next-generation DNA sequencing and sequencing data analysis, RNA-seq (bulk and single-cell), and protein dynamics. Students taking the graduate version are expected to explore the subject in greater depth.A, Jain, H. WongNo textbook information available",Biology,2024
7.549[J] Case Studies and Strategies in Drug Discovery and Development,"7.58 Molecular Biology()(Subject meets with7.28)Prereq:7.03,7.05, and permission of instructorUnits: 5-0-7Lecture:TR11-1(4-270)Recitation:W12(66-154) orW EVE (7 PM)(66-154)+finalDetailed analysis of the biochemical mechanisms that control the maintenance, expression, and evolution of prokaryotic and eukaryotic genomes. Topics covered in lecture and readings of relevant literature include: gene regulation, DNA replication, genetic recombination, and mRNA translation. Logic of experimental design and data analysis emphasized. Presentations include both lectures and group discussions of representative papers from the literature. Students taking the graduate version are expected to explore the subject in greater depth.E. Calo, Y. Soto-FelicianoNo textbook information available",Biology,2024
7.55 Case Studies in Modern Experimental Design,"7.59[J] Teaching College-Level Science and Engineering()(Same subject as1.95[J],5.95[J],8.395[J],18.094[J])(Subject meets with2.978)Prereq: NoneUnits: 2-0-2 [P/D/F]Participatory seminar focuses on the knowledge and skills necessary for teaching science and engineering in higher education. Topics include theories of adult learning; course development; promoting active learning, problemsolving, and critical thinking in students; communicating with a diverse student body; using educational technology to further learning; lecturing; creating effective tests and assignments; and assessment and evaluation. Students research and present a relevant topic of particular interest. Appropriate for both novices and those with teaching experience.J. Rankin",Biology,2024
7.571 Quantitative Analysis of Biological Data,"7.60 Cell Biology: Structure and Functions of the Nucleus()Prereq:7.06or permission of instructorUnits: 3-0-9Lecture:TR9.30-11(68-121)Eukaryotic genome structure, function, and expression, processing of RNA, and regulation of the cell cycle. Emphasis on the techniques and logic used to address important problems in nuclear cell biology. Lectures on broad topic areas in nuclear cell biology and discussions on representative recent papers.L. Boyer, R. YoungNo required or recommended textbooks",Biology,2024
7.572 Quantitative Measurements and Modeling of Biological Systems,"7.61[J] Eukaryotic Cell Biology: Principles and Practice()(Same subject as20.561[J])Prereq: Permission of instructorUnits: 4-0-8Emphasizes methods and logic used to analyze structure and function of eukaryotic cells in diverse systems (e.g., yeast, fly, worm, mouse, human; development, stem cells, neurons). Combines lectures and in-depth roundtable discussions of literature readings with the active participation of faculty experts. Focuses on membranes (structure, function, traffic), organelles, the cell surface, signal transduction, cytoskeleton, cell motility and extracellular matrix. Ranges from basic studies to applications to human disease, while stressing critical analysis of experimental approaches. Enrollment limited.M. Krieger, M. Yaffe",Biology,2024
7.573 Modern Biostatistics,"7.62 Microbial Physiology()(Subject meets with7.21)Prereq:7.03,7.05, and permission of instructorUnits: 4-0-8Biochemical properties of bacteria and other microorganisms that enable them to grow under a variety of conditions. Interaction between bacteria and bacteriophages. Genetic and metabolic regulation of enzyme action and enzyme formation. Structure and function of components of the bacterial cell envelope. Protein secretion with a special emphasis on its various roles in pathogenesis. Additional topics include bioenergetics, symbiosis, quorum sensing, global responses to DNA damage, and biofilms. Students taking the graduate version are expected to explore the subject in greater depth.G. C. Walker, A. J. Sinskey",Biology,2024
7.574 Modern Computational Biology,"7.63[J] Immunology()(Same subject as20.630[J])(Subject meets with7.23[J],20.230[J])Prereq:7.06and permission of instructorUnits: 5-0-7Lecture:MW9.30-11(4-370)Recitation:W12(56-167) orW EVE (7 PM)(66-168) orR4(66-160) orT4(66-160)Comprehensive survey of molecular, genetic, and cellular aspects of the immune system. Topics include innate and adaptive immunity; cells and organs of the immune system; hematopoiesis; immunoglobulin, T cell receptor, and major histocompatibility complex (MHC) proteins and genes; development and functions of B and T lymphocytes; immune responses to infections and tumors; hypersensitivity, autoimmunity, and immunodeficiencies. Particular attention to the development and function of the immune system as a whole, as studied by modern methods and techniques. Students taking graduate version explore the subject in greater depth, including study of recent primary literature.S. Spranger, M. BirnbaumNo textbook information available",Biology,2024
7.58 Molecular Biology,"7.64 Molecular Mechanisms, Pathology and Therapy of Human Neuromuscular Disorders()Prereq: Permission of instructorUnits: 3-0-9Investigates the molecular and clinical basis of central nervous system and neuromuscular disorders with particular emphasis on strategies for therapeutic intervention. Considers the in-depth analysis of clinical features, pathological mechanisms, and responses to current therapeutic interventions. Covers neurodegenerative diseases, such as Huntington's disease, Parkinson's disease, Alzheimer's disease, Amyotropic Lateral Schlerosis, Frontal Temporal Dementia, and neuromuscular disorders, such as Myotonic Dystrophy, Facio Scapular Humoral Dystrophy, and Duchenne Muscular Dystrophy.D. Housman",Biology,2024
7.59[J] Teaching College-Level Science and Engineering,"7.65[J] Molecular and Cellular Neuroscience Core I()(Same subject as9.015[J])Prereq: NoneUnits: 3-0-9Survey and primary literature review of selected major topic areas in molecular and cellular neurobiology. Covers nervous system development, axonal pathfinding, synapse formation and function, synaptic plasticity, ion channels and receptors, cellular neurophysiology, glial cells, sensory transduction, and relevant examples in human disease. Includes lectures and weekly paper write-ups, together with student presentations and discussion of primary literature. A final two-page research write-up is also due at the end of the term.J. T. Littleton, M. Sheng, B. Weissbourd",Biology,2024
7.60 Cell Biology: Structure and Functions of the Nucleus,"7.66 Molecular Basis of Infectious Disease()(Subject meets with7.26)Prereq:7.06and permission of instructorUnits: 4-0-8Lecture:MW9.30-11(E25-111)Recitation:R4(66-154)+finalFocuses on the principles of host-pathogen interactions with an emphasis on infectious diseases of humans. Presents key concepts of pathogenesis through the study of various human pathogens. Includes critical analysis and discussion of assigned readings. Students taking the graduate version are expected to explore the subject in greater depth.E. Chen, R. LamasonNo textbook information available",Biology,2024
7.61[J] Eukaryotic Cell Biology: Principles and Practice,"7.68[J] Molecular and Cellular Neuroscience Core II()(Same subject as9.013[J])Prereq: Permission of instructorUnits: 3-0-9Lecture:MW1-2.30(46-4062)Survey and primary literature review of major areas in molecular and cellular neurobiology. Covers genetic neurotrophin signaling, adult neurogenesis, G-protein coupled receptor signaling, glia function, epigenetics, neuronal and homeostatic plasticity, neuromodulators of circuit function, and neurological/psychiatric disease mechanisms. Includes lectures and exams, and involves presentation and discussion of primary literature. 9.015 recommended, though the core subjects can be taken in any sequence.G. Feng, L.-H. TsaiNo textbook information available",Biology,2024
7.62 Microbial Physiology,"7.69[J] Developmental Neurobiology()(Same subject as9.181[J])(Subject meets with7.49[J],9.18[J])Prereq:9.011or permission of instructorUnits: 3-0-9Lecture:TR2.30-4(46-3037)Recitation:T4(46-3037)Considers molecular control of neural specification, formation of neuronal connections, construction of neural systems, and the contributions of experience to shaping brain structure and function. Topics include: neural induction and pattern formation, cell lineage and fate determination, neuronal migration, axon guidance, synapse formation and stabilization, activity-dependent development and critical periods, development of behavior. In addition to final exam, analysis and presentation of  research papers required for final grade. Students taking graduate version complete additional assignments. Students taking graduate version complete additional readings that will be addressed in their mid-term and final exams.E. Nedivi, S. PrescottTextbooks (Spring 2025)",Biology,2024
7.63[J] Immunology,"7.70 Regulation of Gene Expression()Prereq: Permission of instructorUnits: 4-0-8Seminar examines basic principles of biological regulation of gene expression. Focuses on examples that underpin these principles, as well as those that challenge certain long-held views. Topics covered may include the role of transcription factors, enhancers, DNA modifications, non-coding RNAs, and chromatin structure in the regulation of gene expression and mechanisms for epigenetic inheritance of transcriptional states. Limited to 40.Staff",Biology,2024
"7.64 Molecular Mechanisms, Pathology and Therapy of Human Neuromuscular Disorders","7.71 Biophysical Technique()(Subject meets with5.78)Prereq:5.13,5.60, (5.07or7.05), and permission of instructorUnits: 5-0-7Lecture:MWF1.30-3(56-191)Introduces students to modern biophysical methods to study biological systems from atomic, to molecular and cellular scales. Includes an in-depth discussion on the techniques that cover the full resolution range, including X-ray crystallography, electron-, and light microscopy. Discusses other common biophysical techniques for macromolecular characterizations. Lectures cover theoretical principles behind the techniques, and students are given practical laboratory exercises using instrumentation available at MIT. Meets with 5.78 when offered concurrently.C. Drennan, T. SchwartzTextbooks (Spring 2025)",Biology,2024
7.65[J] Molecular and Cellular Neuroscience Core I,"7.72 Stem Cells, Regeneration, and Development()Prereq: Permission of instructorUnits: 4-0-8Lecture:W9.30-12.30(Whitehead-7TH)Topics include diverse stem cells, such as muscle, intestine, skin, hair and hematopoietic stem cells, as well as pluripotent stem cells. Topics address cell polarity and cell fate; positional information and patterning of development and regeneration; limb, heart and whole body regeneration; stem cell renewal; progenitor cells in development; responses to wounding; and applications of stem cells in development of therapies. Discussions of papers supplement lectures.R. Jaenisch, P. ReddienNo required or recommended textbooks",Biology,2024
7.66 Molecular Basis of Infectious Disease,"7.73 Principles of Chemical Biology()Prereq:7.05and permission of instructorUnits: 3-0-9Spanning the fields of biology, chemistry and engineering, class addresses the principles of chemical biology and its application of chemical and physical methods and reagents to the study and manipulation of biological systems. Topics include bioorthogonal reactions and activity-based protein profiling, small molecule inhibitors and chemical genetics, fluorescent probes for biological studies, and unnatural amino acid mutagenesis. Also covers chemical biology approaches for studying dynamic post-translational modification reactions, natural product biosynthesis and mutasynthesis, and high-throughput drug screening.  Students taking the graduate version are expected to explore the subject in greater depth.B. Imperiali, J. K. Weng",Biology,2024
7.68[J] Molecular and Cellular Neuroscience Core II,"7.74[J] Topics in Biophysics and Physical Biology()(Same subject as8.590[J],20.416[J])Prereq: NoneUnits: 2-0-4 [P/D/F]Provides broad exposure to research in biophysics and physical biology, with emphasis on the critical evaluation of scientific literature. Weekly meetings include in-depth discussion of scientific literature led by distinct faculty on active research topics. Each session also includes brief discussion of non-research topics including effective presentation skills, writing papers and fellowship proposals, choosing scientific and technical research topics, time management, and scientific ethics.J. Gore, N. Fakhri",Biology,2024
7.69[J] Developmental Neurobiology,"7.75 Human Genetics and Genomics()(Subject meets with7.35)Prereq:7.52or permission of instructorUnits: 3-0-9Lecture:M9.30-12.30(Whitehead-7TH)Upper level seminar offering in-depth analysis and engaged discussion of primary literature on the dimensions and phenotypic consequences of variation in human genes, chromosomes, and genomes.  Topics include the human genome project; pedigree analysis; mutation and selection; linkage and association studies; medical genetics and disease; sex chromosomes and sex differences; the biology of the germ line; epigenetics, imprinting, and transgenerational inheritance; human origins; and evolutionary and population genetics. Students taking graduate version complete additional assignments. Limited to 20 total for versions meeting together.D. PageNo textbook information available",Biology,2024
7.70 Regulation of Gene Expression,"7.76 Topics in Macromolecular Structure and Function()Prereq: Permission of instructorUnits: 3-0-6In-depth analysis and discussion of classic and current literature, with an emphasis on the structure, function, and mechanisms of proteins and other biological macromolecules.Staff",Biology,2024
7.71 Biophysical Technique,"7.77 Nucleic Acids, Structure, Function, Evolution, and Their Interactions with Proteins()Prereq:7.05,7.51, or permission of instructorUnits: 3-0-9Lecture:M EVE (3-6 PM)(68-121)Surveys primary literature, focusing on biochemical, biophysical, genetic, and combinatorial approaches for understanding nucleic acids. Topics include the general properties, functions, and structural motifs of DNA and RNA; RNAs as catalysts and as regulators of gene expression; RNA editing and surveillance, and the interaction of nucleic acids with proteins, such as zinc-finger proteins, modification enzymes, aminoacyl-tRNA synthetases and other proteins of the translational machinery. Includes some lectures but is mostly analysis and discussion of current literature in the context of student presentations.D. Bartel, A. JainNo required or recommended textbooks",Biology,2024
"7.72 Stem Cells, Regeneration, and Development","7.80 Fundamentals of Chemical Biology()(Subject meets with5.08[J],7.08[J])Prereq:5.13and (5.07or7.05)Units: 4-0-8Lecture:MW11-12.30(56-114)Recitation:W3(26-142) orW4(26-142) orR3(8-205) orR4(8-205)Spanning the fields of biology, chemistry, and engineering, this class introduces students to the principles of chemical biology and the application of chemical and physical methods and reagents to the study and manipulation of biological systems. Topics include nucleic acid structure, recognition, and manipulation; protein folding and stability, and proteostasis; bioorthogonal reactions and activity-based protein profiling; chemical genetics and small-molecule inhibitor screening; fluorescent probes for biological analysis and imaging; and unnatural amino acid mutagenesis. The class will also discuss the logic of dynamic post-translational modification reactions with an emphasis on chemical biology approaches for studying complex processes including glycosylation, phosphorylation, and lipidation. Students taking the graduate version are expected to explore the subject in greater depth.B. Imperiali, M. ShouldersNo required or recommended textbooks",Biology,2024
7.73 Principles of Chemical Biology,"7.81[J] Systems Biology()(Same subject as8.591[J])(Subject meets with7.32)Prereq: (18.03and18.05) or permission of instructorUnits: 3-0-9Introduction to cellular and population-level systems biology with an emphasis on synthetic biology, modeling of genetic networks, cell-cell interactions, and evolutionary dynamics.  Cellular systems include genetic switches and oscillators, network motifs, genetic network evolution, and cellular decision-making.  Population-level systems include models of pattern formation, cell-cell communication, and evolutionary systems biology. Students taking graduate version explore the subject in more depth.J. Gore",Biology,2024
7.74[J] Topics in Biophysics and Physical Biology,"7.82 Development, Disease and Therapeutics()Prereq: Permission of instructorUnits: 3-0-9 [P/D/F]Lecture:M EVE (3-6 PM)(Whitehead-7TH)Seminar covering the key concepts and technological approaches that are used to study and treat human disease. Topics include human genome variation, germline editing, gene therapy, stem cell derived organoids, human-animal chimeras and the application of these approaches to the study and treatment of major diseases.R. Jaenisch, R. YoungNo required or recommended textbooks",Biology,2024
7.75 Human Genetics and Genomics,"7.83 Design Principles of Biological Systems()(Subject meets with7.38)Prereq: Permission of instructorUnits: 3-0-9Introduces students to biological control mechanisms governing decision-making and tools to decipher, model, and perturb these mechanisms. Systems presented include signal transduction, cell cycle control, developmental biology, and the immune system. These systems provide examples of feedback and feedforward control, oscillators, kinetic proofreading, spatial and temporal averaging, and pattern formation. Students taking graduate version complete additional assignments.D. Lew, H. Wong",Biology,2024
7.76 Topics in Macromolecular Structure and Function,"7.84 Advanced Concepts in Immunology()(Subject meets with7.24)Prereq: None.Coreq:7.63; or permission of instructorUnits: 3-0-9Lecture:F9-11(76-259)Recitation:TBAProvides a comprehensive and intensified understanding of the relevance of the immune system beyond immunity. Focuses on how the immune system intersects with all aspects of body homeostasis/physiology or disease and how the immune system can be manipulated therapeutically. New advances in the intersection of immunology with cancer biology, neurosciences, metabolism, aging, and maternal-fetal immunology or similar explored. Presents new modern methods and techniques applicable beyond immunology. Includes critical analysis and discussion of assigned readings. Students apply principles learned in class to generate a potential research project, presented in a written form. Students taking graduate version complete additional assignments.H. Moura Silva, S. SprangerNo textbook information available",Biology,2024
